"","Filename","User","Frame","Full_Time","Full_Distance","Frame_Time","Frame_Distance","Acc_mean_X","Acc_mean_Y","Acc_mean_Z","Acc_std_X","Acc_std_Y","Acc_std_Z","Acc_mad_X","Acc_mad_Y","Acc_mad_Z","Acc_max_X","Acc_max_Y","Acc_max_Z","Acc_min_X","Acc_min_Y","Acc_min_Z","Acc_sma","Acc_energy_X","Acc_energy_Y","Acc_energy_Z","Acc_iqr_X","Acc_iqr_Y","Acc_iqr_Z","Acc_entropy_X","Acc_entropy_Y","Acc_entropy_Z","Acc_correlation_X.Y","Acc_correlation_X.Z","Acc_correlation_Y.Z","Acc_skewness_X","Acc_skewness_Y","Acc_skewness_Z","Acc_kurtosis_X","Acc_kurtosis_Y","Acc_kurtosis_Z"
"644","u03_moving_rightarm_20_n_2_7","u03","20_n_2_7",2.65872205777099,20,0.482177536,3.6271375910895,0.017563180036,-0.004816746052,-0.033651047048,0.181043357223086,0.0842098316492897,0.0802463145175024,0.012265325,0.009286046,-0.03314686,0.41838688,0.14283884,0.10554409,-0.30169994,-0.15256011,-0.20410252,0.278224087016,0.0317740945997986,0.0068308449590751,0.00731428512132295,0.23343992,0.12448001,0.075064659,3.35783290801048,1.63376625043249,3.25964153821693,0.0185539146884757,-0.144613820076758,0.160662167759689,0.39106195804151,-0.0524574449670075,-0.233816386513801,-0.287367906294161,-1.0437333111614,-0.691169876602206
"645","u03_moving_rightarm_20_n_2_8","u03","20_n_2_8",2.65872205777099,20,0.483428864,3.63655059457622,0.005156384196,-0.011307830412,-0.0085139846532,0.17410600795832,0.0910659076461038,0.0837790282989507,0.0009044409,-0.010389566,0.0031394958,0.41838688,0.14283884,0.10554409,-0.22315025,-0.19775486,-0.20410252,0.2688672111412,0.0291269742248721,0.00808914658261892,0.00681065649408265,0.200615585,0.110019445,0.072977065,-6.94663127839321,3.89773610047974,2.27689865042257,0.500621948475272,-0.469525966910267,-0.105829433359362,0.764621983548387,-0.0733584467143736,-0.841976313925338,-0.0531044340206495,-0.833724179387529,-0.317935690801741
"646","u03_moving_rightarm_20_n_2_9","u03","20_n_2_9",2.65872205777099,20,0.483459584,3.63678168304152,-0.051315600056,-0.00388321856,0.0116810228828,0.0988082020974785,0.0859523926757353,0.0544344160095023,-0.034469962,-0.006321311,0.006292343,0.08681512,0.12491453,0.09629154,-0.22315025,-0.19775486,-0.13697147,0.1970300166292,0.0120058291787741,0.00710738064080118,0.00298102771603223,0.136071023,0.085538745,0.067978859,2.9351131471252,-0.224070442687706,3.73857133207383,0.431534354066636,-0.243074594279579,-0.290567715678991,-0.355971819288281,-0.428596429971074,-0.666425659403891,-1.30456012696683,-0.582741656962992,0.149393949522767
"647","u03_moving_rightarm_20_n_3_1","u03","20_n_3_1",2.13509381851429,20,0.483399226514286,4.52813101066126,0.02249509072,0.09148700292,-0.15843856772,0.207167555869154,0.122370682270329,0.116886875419813,0.032978684,0.07679212,-0.17144585,0.4291302,0.28332984,0.07068634,-0.2825582,-0.1408683,-0.34085274,0.45817973072,0.0417076894631082,0.0227454722274177,0.0382188197207557,0.23997299,0.182966117,0.1891098,3.48475393088582,3.0639107171346,2.98553600542336,0.143318803532393,0.300880251561699,0.432325256197945,0.395721722964071,-0.205307717436214,0.231729656761324,-0.824914272342224,-1.05260310693437,-1.11950542498263
"648","u03_moving_rightarm_20_n_3_2","u03","20_n_3_2",2.13509381851429,20,0.483359744,4.52776116729472,0.00299166776,0.04632382408,-0.14558528812,0.197986456795762,0.127709590909383,0.0983387748410832,0.018803,0.050666332,-0.10874367,0.3976358,0.27497292,0.019062042,-0.2825582,-0.14616919,-0.34085274,0.42028618652,0.0376396416675448,0.0178032467032271,0.0304787701687389,0.243456305,0.205768945,0.12075901,-30.0542201132181,3.42335544900205,3.00579256889948,-0.590989134283378,0.434819469967427,-0.062960820412236,0.371277583703416,0.139544178682036,-0.448276815142918,-0.946474728784622,-1.17012624519728,-0.940742097848352
"649","u03_moving_rightarm_20_n_3_3","u03","20_n_3_3",2.13509381851429,20,0.483390208,4.5280465318041,0.2063343206,-0.015873881172,-0.1012273782,0.178180462689779,0.102841850340722,0.112043613150039,0.22285596,-0.022765279,-0.076906204,0.5068118,0.25344026,0.10869694,-0.20396477,-0.16159976,-0.35093498,0.434442796452,0.0730521980504335,0.0104053684377061,0.0222986024950527,0.25867517,0.139272454,0.113177297,3.05788479958015,4.38388765467729,2.92816230696041,-0.59223558396138,0.0757358555139424,-0.391693740084819,-0.426266422271661,0.716771733132436,-0.549313626942156,-0.620617710201751,0.069879051595239,-0.187771633931528
"650","u03_moving_rightarm_20_n_3_4","u03","20_n_3_4",2.13509381851429,20,0.483398656000004,4.52812566650001,0.168230041748,-0.012688422948,-0.066919516664,0.166993754032117,0.0796260239395189,0.121404165849015,0.10358709,-0.020375729,-0.014000893,0.5068118,0.11604893,0.10869694,-0.057041943,-0.16159976,-0.35093498,0.335482157704,0.0550727842768436,0.0062476876177875,0.0186276343366186,0.274001442,0.13548183,0.11999607,2.80465981627174,4.05178984626123,2.5318126045819,-0.466954812287992,-0.337150171742144,-0.256607036544437,0.412463751234452,-0.0677688559604695,-1.00894195763092,-1.17079216648414,-1.13723861166973,-0.0578304753457317
"651","u03_moving_rightarm_20_n_3_5","u03","20_n_3_5",2.13509381851429,20,0.483367936000004,4.52783790396955,0.002953109848,0.005178852304,-0.022460174416,0.07874039023538,0.08364958292607,0.0697641146442647,-0.0011027455,-0.008084297,-0.0075273514,0.12458277,0.14535892,0.10283184,-0.19476944,-0.14463055,-0.22830772,0.179850739944,0.00596076795001749,0.00674418312594389,0.00517680985921133,0.115728018,0.135422705,0.054000854,-0.399728319297698,2.06306564951382,2.70080124323303,0.175354500566754,-0.0371569265304952,-0.14658649171952,-0.540199934972961,0.0926908651835302,-1.18330110282269,-0.33979425720441,-1.33400686349311,1.79487098135971
"652","u03_moving_rightarm_20_n_3_6","u03","20_n_3_6",2.13509381851429,20,0.483337216,4.52755014143904,-0.0561276671,0.0023599814176,-0.023705024772,0.115193868832871,0.0997111059960664,0.0846100452256306,-0.048783004,-0.0070462227,-0.017931938,0.12458277,0.15041971,0.15954876,-0.24021244,-0.16814971,-0.22830772,0.2490236609456,0.0158891573341057,0.00955018198489185,0.00743443356240106,0.173343365,0.16279364,0.070785523,3.11297335742515,-11.1159541506431,3.22931561980148,0.0631454663161053,-0.0812033207445519,-0.277564132323409,-0.14283396896067,-0.111171655426477,-0.327499481464848,-1.26904039018798,-1.33496518247247,0.263456317075435
"653","u03_moving_rightarm_20_n_3_7","u03","20_n_3_7",2.13509381851429,20,0.483550976,4.52955248904687,-0.04079823672,0.0083806655216,-0.011239585848,0.149776768222062,0.0987831549637545,0.0672667413093792,-0.031215549,0.00061011314,-0.0045900345,0.2500468,0.16219592,0.15954876,-0.24021244,-0.16814971,-0.13977337,0.2621802304816,0.0232002532065445,0.00943802279099435,0.00447015019696219,0.241745413,0.133249518,0.07450485,3.73618385505204,3.58611273271506,3.85542749615895,0.0177183282517243,-0.152312221617549,-0.193040089459618,0.323991332092268,-0.251795898141842,0.411200395297814,-1.08577717332195,-1.03580479516983,-0.00715711941372366
